公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址,公司網站內公司治理資訊專區網址,股本(億元)
1906,寶隆國際股份有限公司,寶隆,造紙工業,－,雲林縣斗六市十三北路25號,12030606,李殷佳,田哲森,徐維澤,經理,鍾育廷,02-5581-1777,1965/05/20,1976/04/26,新台幣                 10.0000元,1510000000,151000000,0,0,個別,每半會計年度,董事會,元大證券股份有限公司,02-2586-5859,106臺北市大安區敦化南路2段67號地下一樓,立本台灣聯合會計師事務所,程建憲,陶鴻文,Baolong Intl.,"No. 25, Shisan N. Rd., Douliu City,Yunlin County 640106, Taiwan (R.O.C.)",02-5581-1778,invest@baolongintl.com,www.baolongintl.com,徐維澤,經理,02-5581-1777#557,k0111@baolongintl.com,http://www.baolongintl.com/B4001.asp,https://www.baolongintl.com/B1005.asp,15.1
2008,高興昌鋼鐵股份有限公司,高興昌,鋼鐵工業,－,高雄市中華一路318號,75466009,呂泰榮,勝呂榮峰,徐邦峰,鋼管部經理,郭建宏,07-5556111,1966/01/15,1988/12/28,新台幣                 10.0000元,1908522930,190852293,0,0,個別,每年,股東會,高興昌鋼鐵股份有限公司,02-25536052,台北市涼州街62號,安侯建業聯合會計師事務所,許振隆,陳永祥,KHC,"NO.318 CHUNG HUA IST ROADKAOHSIUNG ,804, TAIWAN, R.O.C",07-5543798,acct12@khc.com.tw,www.khc.com.tw,郭建宏,鋼管部副理,07-5556147,sale01@khc.com.tw,www.khc.com.tw,www.khc.com.tw,19.0852293
2013,中國鋼鐵結構股份有限公司,中鋼構,鋼鐵工業,－,高雄市燕巢區中興路500號,85800192,陳瑞騰,黃源章,王永志,財務處處長,洪誌佑,07-6168688,1978/02/24,1992/01/21,新台幣                 10.0000元,2000000000,200000000,0,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號6樓,勤業眾信聯合會計師事務所,郭麗園,許瑞軒,CSSC,"No.500, Zhongxing Rd., Yanchao Dist.,Kaohsiung, Taiwan, R.O.C.",07-6168680,9977@cssc.com.tw,www.cssc.com.tw,王永志,財務處處長,07-6168688  ext.2100,9977@cssc.com.tw,https://csr.cssc.com.tw/cssc_csr/ch1_04_stakeholders.php,https://www.cssc.com.tw/governance/index.htm,20.0
2024,志聯工業股份有限公司,志聯,鋼鐵工業,－,桃園市新屋區中興路480號,43633504,潘仲良,林信安(代理),林信安,副總經理,黃柏翰,(03)4772797,1973/09/03,1995/12/30,新台幣                 10.0000元,975000000,97500000,0,0,個別,每年,股東會,群益金鼎證券股份有限公司,(02)27023999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,黃采絹,吳仲舜,CHIH LIEN,"NO.480,CHUNG SHING  RD.SHIN WU DISTRICT,TAO-YUAN CITY TAIWAN,R.O.C.",(03)4770875,allen@mail.chihlien.com.tw,http://www.chihlien.com.tw,林信安,副總經理,(03)4772797,andylin@mail.chihlien.com.tw,http://www.chihlien.com.tw,https://www.chihlien.com.tw/gov.html,9.75
2025,千興不銹鋼(股)公司,千興,鋼鐵工業,－,台南市麻豆區工業路222號,70005915,魏福全,邱麗雲,魏福全,董事長,邱麗雲,(06)5703271,1972/05/08,1996/02/08,新台幣                 10.0000元,1726605360,172660536,0,0,個別,每年,股東會,統一綜合證券股份有限公司,02-2747-8266,臺北市松山區東興路8號地下1樓,勤業眾信聯合會計師事務所,廖鴻儒,李季珍,CSSSC,"NO.222,INDUSTRY ROAD,MATOUTAINAN,TAIWAN,R.O.C",(06)5700296,service@msa.csssc.com.tw,www.csssc.com.tw,邱麗雲,總經理,(06)5703271#106,chliyutw@msa.csssc.com.tw,http://www.csssc.com.tw/tw/about_stakeholder.htm,http://www.csssc.com.tw/tw/about_us_governance.html,17.2660536
2032,新鋼工業股份有限公司,新鋼,鋼鐵工業,－,新北市新莊區大安路8號,34008635,蔡政廷,成主賜,成主賜,總經理,陳品誠,02-22020152,1971/07/10,2000/09/11,新台幣                 10.0000元,1305215450,130521545,0,0,個別,每年,董事會,永豐金證券股份有限公司股代部,02-23816288,北市博愛路17號3F,國富浩華聯合會計師事務所,林志隆,王戊昌,Sinkang,"No.8, Dah An Road., Xinzhuang Dist.,New Taipei City242 , TaiwanR.O.C.",02-22059856,sinkang@sinkang.com.tw,www.sinkang.com.tw,陳品誠,副理,02-22020152#2006,PCCHEN@sinkang.com.tw,https://www.sinkang.com.tw/investor-67,https://www.sinkang.com.tw/company,13.0521545
2033,佳大世界股份有限公司,佳大,鋼鐵工業,－,台南市永康區永運五路2號,72072615,吳大和,陳正平,王秋月,財務主管,曾科誠,(06)253-3117,1973/04/23,2000/09/11,新台幣                 10.0000元,806945360,80694536,0,0,個別,每年,股東會,元大證券公司股務代理部,(02)25863117,臺北市大安區敦化南路2段67號地下一樓,南台聯合會計師事務所,蔡玉琴,張太元,CHIA TA,"No. 2, Yongyun 5th Rd., Yongkang Dist., Tainan City , Taiwan (R.O.C.)TAINAN CITY TAIWAN.",(06)253-7301,r2533117@ms14.hinet.net,http://www.ctworld.com.tw/,王秋月,財務主管,06-2533117,r2533117@ms14.hinet.net,http://www.ctworld.com.tw/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA%E5%B0%88%E5%8D%80.html,http://www.ctworld.com.tw/%E5%85%AC%E5%8F%B8%E6%B2%BB%E7%90%86%E5%B0%88%E5%8D%80.html,8.0694536
2038,海光企業股份有限公司,海光,鋼鐵工業,－,高雄市小港區沿海二路12號,75470524,黃韋翰,黃燦明,楊建璋,執行副總經理,吳郁慧,(07)8021011,1969/03/21,2008/12/30,新台幣                 10.0000元,1903277480,190327748,0,0,合併,每年,股東會,兆豐證券股份有限公司,02-33930898,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,王兆群,吳長駿,HAIKWANG　　,"12, YEN HAI 2ND ROAD, 　　KAOHSIUNG, TAIWAN, R.O.C.　　",(07)8022030,hk1244@haikwang.com.tw,www.haikwang.com.tw,楊建璋,執行副總經理,07-8021011-220,hk1244@haikwang.com.tw,https://web.hocom.tw/h/DataDetail?key=986075855303&cont=332623,https://www.haikwang.com.tw/h/Data?key=986075855303&set=10&cat=87204,19.0327748
2059,川湖科技股份有限公司,川湖,電子零組件業,－,高雄市路竹區順安路275巷136號,22274989,林聰吉,林淑珍,王俊強,執行副總,蔡秋貞,(07)9599688,1986/09/22,2008/06/25,新台幣                 10.0000元,952970720,95297072,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路1段83號5樓,勤業眾信聯合會計師事務所,陳珍麗,張慈媛,king slide　,"No. 136, Lane 275, Shun An Rd, Lu Chu District,Kaohsiung City, Taiwan R.O.C",(07)6967018,ir@kingslide.com,http://www.kingslide.com,王聖為,投資人關係,(07)9761688分機7125,ir@kingslide.com,https://www.kingslide.com/csr_stakeholders_stakeholder,https://www.kingslide.com/investor_manage_directors,9.5297072
2062,橋椿金屬股份有限公司,橋椿,居家生活,－,中部科學園區臺中市大雅區科雅路11號,59353423,楊慶祺,楊慶祺,吳永富,財務處協理,林美慧,04-22582062,1984/07/09,2007/11/16,新台幣                 10.0000元,1999941520,199994152,0,0,合併,每年,董事會,元大證券股份有限公司,(02)2586-5859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,吳少君,吳麗冬,SSM,"NO.11, KEYA RD., TAICHUNG SCIENCE PARKTaichung City,Taiwan R.O.C.",04-25658889,ir@sunspring.com.tw,http://www.sunspring.com.tw,吳永富,協理,04-22582062,ir@sunspring.com.tw,www.sunspring.com.tw,www.sunspring.com/stock.html,19.9994152
2069,運錩鋼鐵股份有限公司,運錩,鋼鐵工業,－,高雄市前金區中正四路235號13樓之1,22533297,顏德和,顏德和,朱培誠,財會部協理,張云&#28702;,(07)969-5858,1987/07/24,2016/03/22,新台幣                 10.0000元,1663868360,166386836,0,0,合併,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,許凱甯,張慈媛,YC,"13F, NO 235, JUNGJENG 4TH ROAD, CHIANJIN CHIUKAOHSIUNG, TAIWAN",(07)968-5768,info@yuenchang.com.tw,www.yuenchang.com.tw,黃雅嵐,副理,(07)9695858#138,landy@yuenchang.com.tw,www.yuenchang.com.tw/zh-TW/stakeholder,https://www.yuenchang.com.tw/zh-TW/governance01,16.6386836
2114,鑫永銓股份有限公司,鑫永銓,橡膠工業,－,南投市南崗工業區南崗三路294號,51704734,張惠寬,林季佑,胡美惠,董事長特別助理,林秋紅,049-2263888,1969/08/22,2010/12/29,新台幣                 10.0000元,779917070,77991707,0,0,個別,每年,董事會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號B2,資誠聯合會計師事務所,吳松源,劉美蘭,HYC,"NO.294 NAN KUNG 3RDNAN KUNG INDUSTRIAL ZONE,NANTOU,TAIWAN.",049-2263901,hyc@hyc-king.com,www.hyc-king.com,胡美惠,董事長特別助理,049-2263888,michelle@hyc-king.com,https://www.hyc-king.com/esg_tw.php?id=4,https://www.hyc-king.com/governance_tw.php?id=1,7.7991707
2115,六暉控股股份有限公司,六暉-KY,汽車工業,KY,"The Grand Pavilion Commercial Centre, Oleander Way, 802 West",38773146,吳金鹿,許秀華,吳科里,業務部協理,蕭力誠,04-8748122,2009/10/19,2013/12/25,新台幣                 10.0000元,1043731630,104373163,0,0,合併,每年,股東會,永豐金證券股務代理部,(02)2381-6288,台北市博愛路17號3樓,國富浩華聯合會計師事務所,林明壽,黃千真,LU HAI,"NO. 64, Shing-Kong 5 Rd., Tien-Chung Industrial District, Tien-Chung,Chang-Hua Taiwan(R.O.C)",04-8747116,luhai.lhh@luhai.com.tw,http://www.luhai.com.tw,吳科里,業務部協理,0937462115,spokesman@luhai.com.tw,http://www.luhai.com.tw/ch/investor_detail.asp?id=7,https://www.luhai.com.tw/ch/investor_detail.asp?id=5,10.4373163
2228,劍麟股份有限公司,劍麟,汽車工業,－,(221)新北市汐止區新台五路一段98號19樓,4359789,黃正怡,黃正忠,陳立儂,協理,林鼎鈞,(02)2696-2818,1977/04/27,2013/11/25,新台幣                 10.0000元,795313390,79531339,0,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,廖福銘,蔡蓓華,IRF,"19F, No.98, Sec 1, Sintai 5th Rd., Sijhih Dist.,New Taipei City 221, Tawian R.O.C.",(02)2696-2737,announcer@irf.com.tw,https://www.irf.biz/,陳立儂,協理,(02)2696-2818,announcer@irf.com.tw,https://www.irf.biz/5_interestedpeople.html,https://www.irf.biz/4_informationsecuritymanagement.html,7.9531339
2231,為升電裝工業股份有限公司,為升,汽車工業,－,彰化縣福興鄉番婆村彰鹿路六段546巷6號,23219346,黃淑媛,尤山泉,吳柏澄,行銷長,陳俐利,(04)778-2010,1989/01/09,2010/11/19,新台幣                 10.0000元,1409176080,140917608,0,0,合併,每年,股東會,第一金證券(股)公司股務代理部,(02)2563-5711,台北市安和路一段27號6樓,安侯建業聯合會計師事務所,陳燕慧,郭士華,CUB,"NO.6,LANE 546,SEC.6,CHANG LU RD,FUHSIN HSIANGCHANGHUA COUNTY,TAIWAN",(04)778-2009,investor@cubelec.com,http://www.cubelec.com,吳柏澄,行銷長,04-7782010,investor@cubelec.com,http://www.cubelec.com,https://www.cubelec.com.tw/Governance-cht.php,14.0917608
2233,宇隆科技股份有限公司,宇隆,汽車工業,－,台中市梧棲區經二路27號,22702791,劉俊昌,蔡銘東,蔡銘東,總經理,吳曉蕊,04-26575790,1987/12/29,2019/09/17,新台幣                 10.0000元,602880890,60288089,0,0,合併,每年,董事會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,黃靖雅,羅文振,TURVO,"NO.27,Jing  Er Rd.,Wuci Dist.,Taichung City,Taiwan",04-26575780,sales@mail.turvo.com.tw,http://www.turvo.com.tw/,吳曉蕊,財管處協理,04-26575790#2021,IR@turvo.com.tw,http://www.turvo.com.tw/interest_area.php,https://www.turvo.com.tw/webls-zh-tw/msg/message-Corporate-Governance-22.html,6.0288089
2236,百達精密工業股份有限公司,百達-KY,汽車工業,KY,臺北市松山區敦化北路205號3樓,42299452,黃亮茳,黃泓杰,黃泓杰,總經理,簡懿琦,(02)2750-0076,2011/06/29,2015/06/03,新台幣                 10.0000元,535081890,53508189,0,0,合併,每半會計年度,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,李冠豪,錢奕圻,Patec,"3F., No. 205, Dunhua N. Rd., Songshan Dist.Taipei City 105406, Taiwan(R.O.C)",(02)2715-0508,eliza@patec-intl.com,www.patec-intl.com,簡懿琦,總經理特助,2750-0076,eliza@patec-intl.com,www.patec-intl.com,https://patec-intl.com/big5/investorrel_MIP.php,5.3508189
2239,開曼英利工業股份有限公司,英利-KY,汽車工業,KY,彰化縣彰化市中山路二段349號8樓,47423487,林上煒,林上琦,白秉諺,副理,黃聖文,04-7284956,2015/01/16,2016/01/27,新台幣                 10.0000元,1203465930,120346593,0,0,合併,每年,股東會,永豐金證券股務代理部,(02)2381-6288,台北市博愛路17號3樓,資誠聯合會計師事務所,徐建業,吳松源,Cayman Engley,"8F., No.349, Sec. 2, Zhongshan Rd.,Changhua City, Changhua County, Taiwan",04-7287149,spokesman@engley.net,www.engley.com.tw,白秉諺,發言人,(886)966-012239,baibingyan@engley.net,http://www.engley.com.tw/boss_page/id/73/n/50,https://www.engley.com.tw/boss_page/id/59/n/28,12.0346593
2241,艾姆勒科技股份有限公司,艾姆勒,汽車工業,－,新北市林口區文化三路二段455號10樓,53418357,林啟聖,石志鴻,石志鴻,總經理,蔡佩儒,2602-6787#100,2011/06/24,2020/08/26,新台幣                 10.0000元,1046023060,104602306,0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,02-2586-5859,臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,陳晉昌,廖福銘,Amulaire,"10F. No. 455, Sec. 2, Wenhua 3rd Rd.,Linkou Dist., New Taipei City, Taiwan",02-2602-6991,ir@amulaire.com,www.amulaire.com,蔡佩儒,財務處經理,2602-6787,ir@amulaire.com,www.amulaire.com,https://www.amulaire.com/invest/company,10.4602306
2243,宏旭控股股份有限公司,宏旭-KY,汽車工業,KY,24447新北市林口區文化一路一段86號2樓,55996613,林維源,陳廣瑞(代理),蘇德仁,董事會秘書,寧聖飛,0901102243,2015/03/24,2017/09/27,新台幣                 10.0000元,693735960,69373596,0,0,合併,每年,股東會,富邦綜合證券股務代理部,(02)23611300,台北市中正區許昌街17號11樓,資誠聯合會計師事務所,陳晉昌,廖福銘,HS,"2F., No.86, Sec. 1, Wenhua 1st Rd., Linkou Dist., New Taipei City 244, TaiwanNew Taipei City 24447, Taiwan (R.O.C.)",02-26088718,hs@horngshiue.com,http://www.horngshiue.com,蘇德仁,董事會秘書,0901102243,hs@horngshiue.com,http://www.horngshiue.com/invest.asp,http://www.horngshiue.com/governance.asp,6.9373596
2247,汎德永業汽車股份有限公司,汎德永業,汽車工業,－,台北市內湖區行愛路100號6樓,20838245,唐慕蓮,杜黃旭,杜黃旭,總經理,紀千田,02-37666689,1979/11/07,2020/10/12,新台幣                 10.0000元,807087350,80708735,0,0,合併,每半會計年度,董事會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,施錦川,劉書琳,PGUM,"6F., No.100, Xing’ai Rd., Neihu Dist.,Taipei City 11494, Taiwan(R.O.C)",02-87918580,contact@email.pgum.com.tw,http://www.pgum.com.tw,紀千田,財務長,02-37666689,contact@email.pgum.com.tw,https://www.pgum.com.tw/zh-tw/investor_interested/index,https://www.pgum.com.tw/esg/link/corporate-governance/,8.0708735
2248,華勝汽車電子股份有限公司,華勝-KY,汽車工業,KY,台北市中山區南京東路二段150號5樓518室,73676873,陳鏗勝,陳鏗勝,朱中平,財務主管,陳鏗勝,02-25061953,2017/04/10,2025/03/13,新台幣                 10.0000元,476000000,47600000,0,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,台北市大安區敦化南路二段67號地下一樓,勤業眾信聯合會計師事務所,呂宜真,謝明忠,eLAND,"Room518, 5F., No. 150, Sec. 2, Nanjing E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan",02-25170798,IR@top-elan.com,http://hs-elan.tw/,朱中平,財務主管,02-25061953,IR@top-elan.com,http://hs-elan.tw/investor/stakeholder.html#a,http://hs-elan.tw/investor/governance.html#a,4.76
2250,第一化成控股(開曼)股份有限公司,IKKA-KY,汽車工業,KY,新竹縣關西鎮深坑子3-1號,91165085,胡湘麒,小原正美,胡湘麒,策略長,江碩彥,035870928,2016/03/31,2021/05/31,新台幣                 10.0000元,346105440,34610544,0,0,合併,每年,董事會,中國信託商業銀行 代理部,(02)6636-5566,台北市中正區重慶南路一段八十三號五樓,資誠聯合會計師事務所,阮呂曼玉,蔡亦臺,IKKA-KY,"NO.3-1,SHENKENGZI,GUANXI TOWNSHIPHSINCHU COUNTY TAIWAN(R.O.C)",035870508,ikka@ikka.com.tw,www.ikka.com.tw,莊雅惠,經理,035870928#2101,karan.chuang@ikka.com.tw,https://www.ikka.com.tw/msg/message-Stakeholder-Area.html,https://www.ikka.com.tw/msg/message-Corporate-Governance.html,3.4610544
2254,巨鎧精密工業股份有限公司,巨鎧精密-創,汽車工業,－,臺南市安南區科技二路50號,54297090,吳柏樺,吳柏樺/吳志彬,熊金鐸,行政副總經理,魏秀芬,(06)384-0179,2013/09/14,2023/10/20,新台幣                 10.0000元,639076800,63907680,0,0,合併,每半會計年度,董事會,福邦證券股份有限公司股務代理部,(02)2383-6888,臺北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,蘇彥達,許振隆,COPLUS,"No. 50, Keji 2nd Rd.Annan Dist., Tainan City , Taiwan",(06)384-0576,IR@coplus.com.tw,https://official.coplus.com.tw/,熊金鐸,行政副總經理,0965-386-657,IR@coplus.com.tw,https://official.coplus.com.tw/social?id=75,https://official.coplus.com.tw/investorb?tid=b1&page=1,6.390768
2302,麗正國際科技股份有限公司,麗正,半導體業,－,新北市土城區中山路71號,4982433,林怡岑,林怡岑,林瑞萍,總管理處副總經理,王作慈,02-28801122,1976/01/23,1985/01/15,新台幣                 10.0000元,1663028810,166302881,0,0,合併,每年,股東會,國票綜合證券(股)公司股務代理部,02-25288988,台北市松山區南京東路五段188號15樓,安侯建業聯合會計師事務所,池世欽,黃欣婷,RECTRON,"71, Zhongshan Rd., Tucheng Dist.,New Taipei City, Taiwan",02-28816935,annielin@rectron.com.tw,www.rectron.com.tw,林瑞萍,總管理處副總經理,02-28801122,annielin@rectron.com.tw,www.rectron.com.tw,www.rectron.com.tw,16.6302881
2305,全友電腦股份有限公司,全友,電腦及週邊設備業,－,新竹市科學園區工業東三路六號,47226140,吳金來,謝靜慧,戴輝權,副總經理,張靖琪,(03)5772155,1980/10/23,1988/10/21,新台幣                 10.0000元,2056608270,205660827,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,吳俊源,呂倩慧,MII,"No.6 Industry E. Road 3 Science-Based Industrial ParkHsinchu,Taiwan,R.O.C.",(03)5772598,julie.chu@microtek.com.tw,https://microtek.com/tw/,戴輝權,副總經理,(03)5772155,chuan.tai@microtek.com.tw,https://microtek.com/tw/stakeholder,https://microtek.com/tw/company_manage,20.5660827
2314,台揚科技股份有限公司,台揚,通信網路業,－,新竹科學園區新竹市創新二路一號,47255762,謝其嘉,吳永欽,吳永欽,執行長暨總經理,游勝雄,03-5773335,1983/03/31,1990/08/08,新台幣                 10.0000元,1061264220,106126422,0,0,合併,每年,股東會,台新綜合證券(股)公司股務代理部,02-25048125,104496 台北市中山區建國北路一段96號B1,資誠聯合會計師事務所,鄭雅慧,劉倩瑜,MTI,"NO 1, INNOVATION RD.II,Hsinchu Science Park, Hsinchu, TWN",03-5770194,MTI.Sales@mtigroup.com,https://www.mtigroup.com/zh-tw,游勝雄,財務長,03-5773335 #2088,ir.contact@mtigroup.com,https://www.mtigroup.com/zh-tw/stakeholder,https://www.mtigroup.com/zh-tw/corporate-governance,10.6126422
2316,楠梓電子股份有限公司,楠梓電,電子零組件業,－,高雄市楠梓區開發路37號,76026851,徐漢忠,陳志康,呂淑芬,副總經理,陳其男,07-3612116,1978/05/02,1991/02/05,新台幣                 10.0000元,1827405360,182740536,0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-27463797,台北市東興路8號地下一樓,勤業眾信聯合會計師事務所,劉裕祥,郭麗園,WUS,"No.37, Kaifa Rd.,Nanzih Dist. Kaohsiung City,Taiwan.",07-3613884,investor@wuspc.com,www.wus.com.tw,呂淑芬,副總經理,07-3612116,investor@wuspc.com,http://www.wus.com.tw/index.php/zh-tw/2017-10-18-03-24-45,https://www.wus.com.tw/index.php/zh-tw/2017-10-18-02-49-07,18.2740536
2321,東訊股份有限公司,東訊,通信網路業,－,新竹科學園區新竹市研發二路23號,47224065,吳素秋,田瑛睿,孫茂綸,財務長,王妍麗 經理,(03)5775141,1980/09/25,1991/11/08,新台幣                 10.0000元,302719290,14271928,0,16000001,合併,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,資誠聯合會計師事務所,蔣承翰,劉倩瑜,TECOM,"23,R & D 2 ROAD, HSINCHU SCIENCE  PARK,HSIN-CHU TAIWAN R.O.C.",(03)5780576,stockaffair@tecom.com.tw,http://www.tecom.com.tw,孫茂綸,財務長,(03)5775141-2000,Douglas.Sun@tecom.com.tw,http://www.tecom.com.tw,https://www.tecom.com.tw/investor-relations/corporate-govern/,3.0271929
2342,台灣茂矽電子股份有限公司,茂矽,半導體業,－,新竹市科學園區研新一路一號,22099110,唐亦仙,盧建志,盧建志,總經理,鄧志達,(03)578-3344,1987/01/08,1995/09/19,新台幣                 10.0000元,1575687440,157568744,0,0,合併,每半會計年度,董事會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,資誠聯合會計師事務所,白淑蒨,蔣承翰,MVI,"No. 1 Creation Rd. 1, Hsinchu Science Park,Hsinchu, Taiwan, R.O.C.",(03)566-5888,IR@mail.mosel.com.tw,http://www.mosel.com.tw,王修麟,資深管理師,03-5783344,IR@mail.mosel.com.tw,https://www.mosel.com.tw/society_5.html,https://www.mosel.com.tw/investor_8.html,15.7568744
2348,海悅國際開發股份有限公司,海悅,其他,－,台北市松山區敦化北路260號7樓,22624873,黃希文,王俊傑,王俊傑,總經理,黃江煌,02-87122888,1987/08/12,1996/01/05,新台幣                 10.0000元,1818988530,151898853,0,30000000,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,北市敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,陳培德,郭俐雯,Hiyes,"7F, No. 260, Dunhua N. Rd.,Taipei, Taiwan, R.O.C.",02-87128308,spokesman1@hiyes.tw,www.hiyes-group.com.tw,黃江煌,財務主管,87122888,spokesman2@hiyes.tw,www.hiyes-group.com.tw,https://www.hiyes-group.com.tw/governanc_06.aspx,18.1898853
2351,順德工業股份有限公司,順德,半導體業,－,彰化市大竹里彰南路二段260號,58506816,陳朝雄,陳維德,陳朝興,副總經理,黃瑞杰,04-7383991,1967/10/17,1996/04/25,新台幣                 10.0000元,1821402490,182140249,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市大安區敦化南路二段97號B2,國富浩華聯合會計師事務所,黃千真,邵朝彬,SDI,"260,Sec.2,Chang Nan RoadChang Hua,Taiwan, R.O.C",04-7320588,stock@email.sdi.com.tw,www.sdi.com.tw,葉芳伶,投資人關係,04-7383991,Invest@email.sdi.com.tw,www.sdi.com.tw,www.sdi.com.tw,18.2140249
2359,所羅門股份有限公司,所羅門,其他電子業,－,台北市內湖區行忠路四十二號6樓,23640801,陳政隆,陳政隆,黃世昌,副總經理,缺額待補,(02)8791-8989,1990/05/07,1996/12/19,新台幣                 10.0000元,1714710520,171471052,0,0,合併,每半會計年度,董事會,統一綜合證券(股)公司股務代理部,(02)2747-8266,台北市松山區東興路８號B1樓,資誠聯合會計師事務所,文雅芳,林瑟凱,SOLOMON,"6F., No. 42, Xingzhong Rd., Neihu Dist.,Taipei City 11494, Taiwan, R.O.C.",(02)8791-9701,stock@solomon.com.tw,www.solomon.com.tw,陳雪蘋,特助,(02)8791-8989,stock@solomon.com.tw,https://www.solomon.com.tw/stakeholder/,https://www.solomon.com.tw/corporate_governance/,17.1471052
2364,倫飛電腦實業股份有限公司,倫飛,電腦及週邊設備業,－,臺北市內湖區瑞光路550號9樓,79883646,高育仁,高思復,王宏榮,處長,陳淑玲經理,(02)55899999,1984/02/27,1997/08/11,新台幣                 10.0000元,403000220,40298960,0,1062,合併,每年,股東會,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,黃柏淑,吳仲舜,Twinhead,"9F,550 Rueiguang RoadNeihu,Taipei,Taiwan 114,Roc",(02)55557777,stock@twinhead.com.tw,https://www.twinhead.com.tw/,王宏榮,處長,(02)5589-9999,stock@twinhead.com.tw,http://www.twinhead.com.tw/rela.php,－,4.0300022
2365,昆盈企業股份有限公司,昆盈,電腦及週邊設備業,－,新北市三重區重新路五段492號1-8樓,5141520,卓世坤,李百祥,卓世坤,董事長,高安民,(02)29956645,1983/11/03,1997/11/03,新台幣                 10.0000元,2215284960,221528496,0,0,合併,每季,董事會,兆豐證券股份有限公司股務代理部,(02)3393-0898,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,吳美慧會計師,方涵妮會計師,KYE,"1-8F No.492, Sec. 5, Chongxin Rd.Sanchong Dist., New Taipei City 24160",(02)29956649,IR@geniusnet.com,www.geniusnet.com,高安民,副總經理,(02)29956645,Kevin_Kao@geniusnet.com,www.geniusnet.com/tw/investors/stakeholders,www.geniusnet.com/tw/investors/corporate_governance,22.1528496
2373,震旦行股份有限公司,震旦行,其他電子業,－,台北市信義路五段二號十五樓,3568400,馬志賢,游炎林,王玉治,總監,林于絹,(02)2345-8088,1963/07/19,1991/08/01,新台幣                 10.0000元,2362025180,236202518,0,0,合併,每年,董事會,元大證券股份有限公司,(02)25865859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,黃海悅,池瑞全,Aurora,"15F,No.2,Sec.5,Shinyi-RoadTaipei,Taiwan,R.O.C.",(02)2345-8061,IR@aurora.com.tw,www.aurora.com.tw,王玉治,總監,0965581965,IR@aurora.com.tw,https://www.aurora.com.tw/stakeholder,https://www.aurora.com.tw/board-of-directors,23.6202518
